"County","Agency","Year","Months Reported","Index Total","Violent Total","Murder","Rape","Robbery","Aggravated Assault","Property Total","Burglary","Larceny","Motor Vehicle Theft","Region"
"Greene","Hunter Town PD","1999",,"23","6","0","0","0","6","17","2","15","0","Non-New York City"
"Greene","Windham Town PD","1999",,"22","2","0","0","0","2","20","2","18","0","Non-New York City"
"Hamilton","County Total","1999",,"135","7","0","1","0","6","128","50","76","2","Non-New York City"
"Hamilton","Hamilton County Sheriff","1999",,"20","1","0","0","0","1","19","5","13","1","Non-New York City"
"Hamilton","Hamilton County State Police","1999",,"79","5","0","1","0","4","74","31","42","1","Non-New York City"
"Hamilton","Inlet Town PD","1999",,"36","1","0","0","0","1","35","14","21","0","Non-New York City"
"Herkimer","County Total","1999",,"1,450","157","0","10","9","138","1,293","253","1,013","27","Non-New York City"
"Herkimer","Dolgeville Vg PD","1999",,"37","10","0","1","0","9","27","6","21","0","Non-New York City"
"Herkimer","Frankfort Town PD","1999",,"31","3","0","0","0","3","28","5","20","3","Non-New York City"
"Herkimer","Frankfort Vg PD","1999",,"89","1","0","0","1","0","88","22","61","5","Non-New York City"
"Herkimer","Herkimer County Sheriff","1999",,"22","2","0","0","0","2","20","0","20","0","Non-New York City"
"Herkimer","Herkimer County State Police","1999",,"332","53","0","3","5","45","279","126","149","4","Non-New York City"
"Herkimer","Herkimer Vg PD","1999",,"461","59","0","4","3","52","402","39","351","12","Non-New York City"
"Herkimer","Ilion Vg PD","1999",,"238","22","0","2","0","20","216","17","199","0","Non-New York City"
"Herkimer","Little Falls City PD","1999",,"150","1","0","0","0","1","149","19","129","1","Non-New York City"
"Herkimer","Mohawk Vg PD","1999",,"48","4","0","0","0","4","44","3","41","0","Non-New York City"
"Herkimer","Webb Town PD","1999",,"42","2","0","0","0","2","40","16","22","2","Non-New York City"
"Jefferson","Adams Vg PD","1999",,"20","2","0","1","0","1","18","4","14","0","Non-New York City"
"Jefferson","Alexandria Bay Vg PD","1999",,"47","6","0","1","0","5","41","9","29","3","Non-New York City"
"Jefferson","Brownville Vg PD","1999",,"6","0","0","0","0","0","6","4","2","0","Non-New York City"
"Jefferson","Carthage Vg PD","1999",,"51","1","0","0","0","1","50","14","34","2","Non-New York City"
"Jefferson","Clayton Vg PD","1999",,"42","2","0","0","0","2","40","3","33","4","Non-New York City"
"Jefferson","County Total","1999",,"2,226","165","0","39","19","107","2,061","490","1,518","53","Non-New York City"
"Jefferson","Dexter Vg PD","1999",,"6","0","0","0","0","0","6","2","3","1","Non-New York City"
"Jefferson","Glen Park Vg PD","1999",,"3","1","0","0","0","1","2","1","1","0","Non-New York City"
"Jefferson","Jefferson County Park PD","1999",,"30","0","0","0","0","0","30","2","28","0","Non-New York City"
"Jefferson","Jefferson County Sheriff","1999",,"490","40","0","11","1","28","450","146","283","21","Non-New York City"
"Jefferson","Jefferson County State Police","1999",,"554","44","0","5","2","37","510","120","379","11","Non-New York City"
"Jefferson","Sackets Harbor Vg PD","1999",,"17","1","0","0","0","1","16","2","13","1","Non-New York City"
"Jefferson","Watertown City PD","1999",,"937","66","0","21","16","29","871","181","680","10","Non-New York City"
"Jefferson","West Carthage Vg PD","1999",,"23","2","0","0","0","2","21","2","19","0","Non-New York City"
"Kings","County Total","1999",,"89,153","28,725","263","688","13,108","14,666","60,428","13,295","35,084","12,049","New York City"
"Lewis","County Total","1999",,"284","29","0","0","1","28","255","124","126","5","Non-New York City"
"Lewis","Lewis County Sheriff","1999",,"149","10","0","0","1","9","139","65","73","1","Non-New York City"
"Lewis","Lewis County State Police","1999",,"110","15","0","0","0","15","95","55","39","1","Non-New York City"
"Lewis","Lowville Vg PD","1999",,"25","4","0","0","0","4","21","4","14","3","Non-New York City"
"Livingston","Avon Vg PD","1999",,"43","1","0","0","1","0","42","2","40","0","Non-New York City"
"Livingston","Caledonia Vg PD","1999",,"23","3","0","0","0","3","20","1","19","0","Non-New York City"
"Livingston","County Total","1999",,"1,553","112","2","8","4","98","1,441","220","1,174","47","Non-New York City"
"Livingston","Dansville Vg PD","1999",,"327","18","0","0","0","18","309","22","279","8","Non-New York City"
"Livingston","Geneseo Vg PD","1999",,"206","8","0","2","0","6","198","42","145","11","Non-New York City"
"Livingston","Livingston County Park PD","1999",,"13","0","0","0","0","0","13","2","11","0","Non-New York City"
"Livingston","Livingston County Sheriff","1999",,"619","23","1","2","2","18","596","121","450","25","Non-New York City"
"Livingston","Livingston County State Police","1999",,"121","30","1","4","1","24","91","13","75","3","Non-New York City"
"Livingston","Mount Morris Vg PD","1999",,"53","29","0","0","0","29","24","5","19","0","Non-New York City"
"Livingston","Nunda Town and Vg PD","1999",,"43","0","0","0","0","0","43","6","37","0","Non-New York City"
"Livingston","SUNY College At Geneseo","1999",,"105","0","0","0","0","0","105","6","99","0","Non-New York City"
"Madison","Canastota Vg PD","1999",,"72","3","0","0","0","3","69","10","57","2","Non-New York City"
"Madison","Cazenovia Vg PD","1999",,"27","0","0","0","0","0","27","5","22","0","Non-New York City"
"Madison","Chittenango Vg PD","1999",,"82","0","0","0","0","0","82","7","74","1","Non-New York City"
"Madison","County Total","1999",,"1,264","69","0","11","5","53","1,195","229","950","16","Non-New York City"
"Madison","Earlville Vg PD","1999",,"30","0","0","0","0","0","30","8","22","0","Non-New York City"
"Madison","Hamilton Vg PD","1999",,"50","2","0","0","0","2","48","5","43","0","Non-New York City"
"Madison","Madison County Sheriff","1999",,"124","7","0","0","0","7","117","25","89","3","Non-New York City"
"Madison","Madison County State Police","1999",,"393","41","0","7","0","34","352","102","245","5","Non-New York City"
"Madison","Oneida City PD","1999",,"425","15","0","4","5","6","410","57","348","5","Non-New York City"
"Madison","SUNY College At Morrisville","1999",,"61","1","0","0","0","1","60","10","50","0","Non-New York City"
"Monroe","Brighton Town PD","1999",,"858","38","0","7","21","10","820","119","663","38","Non-New York City"
"Monroe","Brockport Vg PD","1999",,"263","21","0","0","2","19","242","34","195","13","Non-New York City"
"Monroe","County Total","1999",,"30,524","1,943","31","165","1,011","736","28,581","4,796","21,005","2,780","Non-New York City"
"Monroe","East Rochester Vg PD","1999",,"252","14","0","0","3","11","238","36","187","15","Non-New York City"
"Monroe","Fairport Vg PD","1999",,"107","1","0","0","0","1","106","16","90","0","Non-New York City"
"Monroe","Gates Town PD","1999",,"1,294","38","0","2","30","6","1,256","173","995","88","Non-New York City"
"Monroe","Greece Town PD","1999",,"2,617","73","0","8","44","21","2,544","305","2,044","195","Non-New York City"
"Monroe","Irondequoit Town PD","1999",,"2,311","74","1","7","49","17","2,237","260","1,896","81","Non-New York City"
"Monroe","Monroe County Park PD","1999",,"6","0","0","0","0","0","6","2","4","0","Non-New York City"
"Monroe","Monroe County Sheriff","1999",,"5,477","110","3","16","36","55","5,367","701","4,424","242","Non-New York City"
"Monroe","Monroe County State Police","1999",,"61","11","0","2","0","9","50","4","41","5","Non-New York City"
"Monroe","Ogden Town PD","1999",,"493","17","0","0","0","17","476","68","385","23","Non-New York City"
"Monroe","Rochester City PD","1999",,"16,100","1,522","27","117","818","560","14,578","3,010","9,521","2,047","Non-New York City"
"Monroe","Webster Town and Vg PD","1999",,"685","24","0","6","8","10","661","68","560","33","Non-New York City"
"Montgomery","Amsterdam City PD","1999",,"340","40","1","3","4","32","300","101","192","7","Non-New York City"
"Montgomery","Canajoharie Vg PD","1999",,"30","6","0","0","0","6","24","9","14","1","Non-New York City"
"Montgomery","County Total","1999",,"962","107","1","5","8","93","855","213","625","17","Non-New York City"
"Montgomery","Fort Plain Vg PD","1999",,"122","35","0","0","0","35","87","22","63","2","Non-New York City"
"Montgomery","Montgomery County Sheriff","1999",,"314","13","0","0","3","10","301","49","247","5","Non-New York City"
"Montgomery","Montgomery County State Police","1999",,"120","9","0","2","1","6","111","25","84","2","Non-New York City"
"Montgomery","St Johnsville Vg PD","1999",,"36","4","0","0","0","4","32","7","25","0","Non-New York City"
"Nassau","Centre Island Vg PD","1999",,"3","3","0","0","0","3","0","0","0","0","Non-New York City"
"Nassau","County Total","1999",,"28,198","2,595","24","116","1,290","1,165","25,603","3,233","18,514","3,856","Non-New York City"
"Nassau","Floral Park Vg PD","1999",,"118","12","0","0","11","1","106","25","63","18","Non-New York City"
"Nassau","Freeport Vg PD","1999",,"1,279","234","1","3","109","121","1,045","116","715","214","Non-New York City"
"Nassau","Garden City Vg PD","1999",,"346","17","0","2","7","8","329","27","273","29","Non-New York City"
"Nassau","Glen Cove City PD","1999",,"559","22","0","3","10","9","537","91","417","29","Non-New York City"
"Nassau","Great Neck Estates Vg PD","1999",,"14","2","0","0","0","2","12","4","6","2","Non-New York City"
"Nassau","Hempstead Vg PD","1999",,"1,916","550","5","22","245","278","1,366","238","681","447","Non-New York City"
"Nassau","Kensington Vg PD","1999",,"12","1","0","0","1","0","11","2","9","0","Non-New York City"
"Nassau","Kings Point Vg PD","1999",,"23","2","0","0","0","2","21","2","8","11","Non-New York City"
"Nassau","Lake Success Vg PD","1999",,"38","3","0","0","0","3","35","6","18","11","Non-New York City"
"Nassau","Long Beach City PD","1999",,"617","84","2","2","51","29","533","71","403","59","Non-New York City"
"Nassau","Lynbrook Vg PD","1999",,"243","15","0","0","8","7","228","31","160","37","Non-New York City"
"Nassau","Malverne Vg PD","1999",,"57","9","0","0","3","6","48","8","35","5","Non-New York City"
"Nassau","Nassau County Park PD","1999",,"120","8","0","0","1","7","112","10","96","6","Non-New York City"
"Nassau","Nassau County PD","1999",,"21,763","1,530","16","83","815","616","20,233","2,452","14,890","2,891","Non-New York City"
"Nassau","Nassau County State Police","1999",,"30","11","0","0","2","9","19","2","8","9","Non-New York City"
"Nassau","Old Brookville Vg PD","1999",,"150","10","0","1","3","6","140","19","112","9","Non-New York City"
"Nassau","Old Westbury Vg PD","1999",,"64","6","0","0","0","6","58","9","43","6","Non-New York City"
"Nassau","Oyster Bay Cove Vg PD","1999",,"7","0","0","0","0","0","7","0","4","3","Non-New York City"
"Nassau","Port Washington Police District","1999",,"214","12","0","0","6","6","202","24","169","9","Non-New York City"
"Nassau","Rockville Centre Vg PD","1999",,"531","57","0","0","16","41","474","77","341","56","Non-New York City"
"Nassau","Sands Point Vg PD","1999",,"25","3","0","0","0","3","22","3","18","1","Non-New York City"
"Nassau","SUNY College At Old Westbury","1999",,"69","4","0","0","2","2","65","16","45","4","Non-New York City"
"New York","County Total","1999",,"81,613","16,179","131","254","7,822","7,972","65,434","7,844","53,073","4,517","New York City"
"Niagara","County Total","1999",,"7,391","734","0","47","210","477","6,657","1,410","4,447","800","Non-New York City"
"Niagara","Lewiston Town PD","1999",,"266","23","0","4","1","18","243","37","158","48","Non-New York City"
"Niagara","Lockport City PD","1999",,"1,020","85","0","6","32","47","935","170","695","70","Non-New York City"
"Niagara","Middleport Vg PD","1999",,"26","0","0","0","0","0","26","9","17","0","Non-New York City"
"Niagara","Niagara County Park PD","1999",,"44","4","0","0","2","2","40","7","32","1","Non-New York City"
"Niagara","Niagara County Sheriff","1999",,"1,657","89","0","8","14","67","1,568","338","1,097","133","Non-New York City"
"Niagara","Niagara County State Police","1999",,"230","11","0","1","5","5","219","44","160","15","Non-New York City"
"Niagara","Niagara Falls City PD","1999",,"3,024","498","0","24","150","324","2,526","600","1,476","450","Non-New York City"
"Niagara","Niagara Town PD","1999",,"462","4","0","0","4","0","458","70","341","47","Non-New York City"
"Niagara","North Tonawanda City PD","1999",,"662","20","0","4","2","14","642","135","471","36","Non-New York City"
"Oneida","Boonville Vg PD","1999",,"11","2","0","0","0","2","9","2","5","2","Non-New York City"
"Oneida","Camden Vg PD","1999",,"48","4","0","0","0","4","44","10","30","4","Non-New York City"
"Oneida","County Total","1999",,"6,588","523","8","49","153","313","6,065","1,158","4,597","310","Non-New York City"
"Oneida","Kirkland Town PD","1999",,"79","0","0","0","0","0","79","8","70","1","Non-New York City"
"Oneida","New Hartford Town and Vg PD","1999",,"927","7","0","0","3","4","920","67","846","7","Non-New York City"
"Oneida","New York Mills Vg PD","1999",,"84","9","0","0","3","6","75","13","60","2","Non-New York City"
"Oneida","Oneida County Park PD","1999",,"16","1","0","0","0","1","15","2","13","0","Non-New York City"
"Oneida","Oneida County Sheriff","1999",,"806","143","0","29","8","106","663","147","492","24","Non-New York City"
"Oneida","Oneida County State Police","1999",,"773","85","2","3","6","74","688","132","528","28","Non-New York City"
"Oneida","Oriskany Vg PD","1999",,"16","1","0","0","0","1","15","1","13","1","Non-New York City"
"Oneida","Rome City PD","1999",,"746","38","1","3","18","16","708","183","460","65","Non-New York City"
"Oneida","Sherrill City PD","1999",,"13","1","0","0","0","1","12","1","11","0","Non-New York City"
"Oneida","SUNY College At Utica/Rome","1999",,"25","0","0","0","0","0","25","2","23","0","Non-New York City"
"Oneida","Utica City PD","1999",,"2,811","202","4","14","115","69","2,609","552","1,887","170","Non-New York City"
"Oneida","Vernon Vg PD","1999",,"30","4","0","0","0","4","26","7","19","0","Non-New York City"
"Oneida","Whitesboro Vg PD","1999",,"71","7","0","0","0","7","64","11","51","2","Non-New York City"
"Oneida","Whitestown Town PD","1999",,"79","5","0","0","0","5","74","9","62","3","Non-New York City"
"Oneida","Yorkville Vg PD","1999",,"53","14","1","0","0","13","39","11","27","1","Non-New York City"
"Onondaga","Baldwinsville Vg PD","1999",,"174","14","0","4","1","9","160","24","131","5","Non-New York City"
"Onondaga","Camillus Town and Vg PD","1999",,"358","13","0","1","7","5","345","42","293","10","Non-New York City"
"Onondaga","Cicero Town PD","1999",,"299","15","0","0","1","14","284","42","237","5","Non-New York City"
"Onondaga","Clay Town PD","1999",,"417","9","0","0","3","6","408","70","335","3","Non-New York City"
"Onondaga","County Total","1999",,"16,473","1,995","10","93","590","1,302","14,478","3,238","10,219","1,021","Non-New York City"
"Onondaga","Dewitt Town PD","1999",,"961","27","1","1","9","16","934","132","766","36","Non-New York City"
"Onondaga","East Syracuse Vg PD","1999",,"154","6","0","0","1","5","148","24","116","8","Non-New York City"
