"County","Agency","Year","Months Reported","Index Total","Violent Total","Murder","Rape","Robbery","Aggravated Assault","Property Total","Burglary","Larceny","Motor Vehicle Theft","Region"
"Westchester","Rye Brook Vg PD","2014","12","94","2","0","0","2","0","92","12","78","2","Non-New York City"
"Westchester","Rye City PD","2014","12","58","4","0","0","3","1","54","4","49","1","Non-New York City"
"Westchester","Scarsdale Vg PD","2014","12","130","1","0","0","1","0","129","24","102","3","Non-New York City"
"Westchester","Sleepy Hollow Vg PD","2014","12","61","8","0","0","4","4","53","10","41","2","Non-New York City"
"Westchester","SUNY Police - Purchase","2014","12","89","0","0","0","0","0","89","17","72","0","Non-New York City"
"Westchester","Tarrytown Vg PD","2014","12","92","6","0","0","3","3","86","20","63","3","Non-New York City"
"Westchester","Tuckahoe Vg PD","2014","12","47","2","0","0","0","2","45","3","38","4","Non-New York City"
"Westchester","Westchester Co Dept Pub Safety","2014","12","124","5","1","0","2","2","119","0","118","1","Non-New York City"
"Westchester","Westchester County MTA","2014","12","103","10","0","0","8","2","93","2","91","0","Non-New York City"
"Westchester","Westchester County Park PD","2014","12","9","2","0","0","0","2","7","1","6","0","Non-New York City"
"Westchester","Westchester County State Police","2014","12","424","43","0","4","8","31","381","58","309","14","Non-New York City"
"Westchester","White Plains City PD","2014","12","1,146","100","1","1","25","73","1,046","55","968","23","Non-New York City"
"Westchester","Yonkers City PD","2014","12","2,974","963","3","22","357","581","2,011","414","1,397","200","Non-New York City"
"Westchester","Yorktown Town PD","2014","12","225","15","0","0","0","15","210","24","183","3","Non-New York City"
"Wyoming","Arcade Vg PD","2014","12","25","0","0","0","0","0","25","7","18","0","Non-New York City"
"Wyoming","Attica Vg PD","2014","12","12","0","0","0","0","0","12","0","12","0","Non-New York City"
"Wyoming","County Total","2014",,"380","36","0","1","0","35","344","59","275","10","Non-New York City"
"Wyoming","Perry Vg PD","2014","12","66","5","0","0","0","5","61","12","46","3","Non-New York City"
"Wyoming","Warsaw Vg PD","2014","12","80","5","0","1","0","4","75","6","69","0","Non-New York City"
"Wyoming","Wyoming County Park PD","2014","12","5","0","0","0","0","0","5","0","5","0","Non-New York City"
"Wyoming","Wyoming County Sheriff","2014","12","153","8","0","0","0","8","145","32","108","5","Non-New York City"
"Wyoming","Wyoming County State Police","2014","12","39","18","0","0","0","18","21","2","17","2","Non-New York City"
"Yates","County Total","2014",,"321","18","0","4","2","12","303","78","218","7","Non-New York City"
"Yates","Penn Yan Vg PD","2014","12","58","3","0","0","1","2","55","4","50","1","Non-New York City"
"Yates","Yates County Park PD","2014","12","2","0","0","0","0","0","2","0","2","0","Non-New York City"
"Yates","Yates County Sheriff","2014","12","233","10","0","2","1","7","223","70","147","6","Non-New York City"
"Yates","Yates County State Police","2014","12","28","5","0","2","0","3","23","4","19","0","Non-New York City"
"Albany","Albany City PD","2013","12","4,880","795","8","32","228","527","4,085","702","3,243","140","Non-New York City"
"Albany","Albany County Park PD","2013","12","2","0","0","0","0","0","2","0","2","0","Non-New York City"
"Albany","Albany County Sheriff","2013","12","147","5","0","0","0","5","142","38","99","5","Non-New York City"
"Albany","Albany County State Police","2013","12","186","8","0","3","0","5","178","17","159","2","Non-New York City"
"Albany","Altamont Vg PD","2013","12","18","1","0","0","0","1","17","0","17","0","Non-New York City"
"Albany","Bethlehem Town PD","2013","12","456","13","0","0","3","10","443","50","388","5","Non-New York City"
"Albany","Coeymans Town PD","2013","12","125","39","0","2","0","37","86","13","69","4","Non-New York City"
"Albany","Cohoes City PD","2013","12","270","27","0","1","12","14","243","65","163","15","Non-New York City"
"Albany","Colonie Town PD","2013","12","2,053","63","0","0","31","32","1,990","186","1,753","51","Non-New York City"
"Albany","County Total","2013",,"9,456","1,005","9","47","293","656","8,451","1,203","6,998","250","Non-New York City"
"Albany","Green Island Vg PD","2013","12","51","4","0","1","1","2","47","9","33","5","Non-New York City"
"Albany","Guilderland Town PD","2013","12","686","12","0","3","5","4","674","48","625","1","Non-New York City"
"Albany","Menands Vg PD","2013","12","108","6","0","1","1","4","102","13","88","1","Non-New York City"
"Albany","SUNY Police - Albany","2013","12","203","5","0","1","1","3","198","4","194","0","Non-New York City"
"Albany","Watervliet City PD","2013","12","271","27","1","3","11","12","244","58","165","21","Non-New York City"
"Allegany","Alfred Vg PD","2013","12","51","5","0","0","3","2","46","10","36","0","Non-New York City"
"Allegany","Allegany County Sheriff","2013","12","10","8","0","0","0","8","2","0","2","0","Non-New York City"
"Allegany","Allegany County State Police","2013","12","365","21","0","6","0","15","344","124","211","9","Non-New York City"
"Allegany","Andover Vg PD","2013","12","1","0","0","0","0","0","1","1","0","0","Non-New York City"
"Allegany","Angelica Vg PD","2013","12","2","0","0","0","0","0","2","1","1","0","Non-New York City"
"Allegany","Belmont Vg PD","2013","12","1","0","0","0","0","0","1","0","1","0","Non-New York City"
"Allegany","Bolivar Vg PD","2013","12","5","1","0","0","0","1","4","2","2","0","Non-New York City"
"Allegany","County Total","2013",,"796","54","0","9","4","41","742","194","534","14","Non-New York City"
"Allegany","Cuba Town PD","2013","12","86","5","0","1","0","4","81","7","72","2","Non-New York City"
"Allegany","Friendship Town PD","2013","12","16","0","0","0","0","0","16","6","10","0","Non-New York City"
"Allegany","Independence Town PD","2013","12","11","0","0","0","0","0","11","5","6","0","Non-New York City"
"Allegany","SUNY Police - Alfred","2013","12","73","3","0","1","1","1","70","6","64","0","Non-New York City"
"Allegany","Wellsville Vg PD","2013","12","175","11","0","1","0","10","164","32","129","3","Non-New York City"
"Bronx","County Total","2013",,"36,280","13,020","83","189","4,456","8,292","23,260","2,795","19,016","1,449","New York City"
"Broome","Binghamton City PD","2013","12","2,638","286","4","19","101","162","2,352","525","1,771","56","Non-New York City"
"Broome","Broome County Park PD","2013","12","1","0","0","0","0","0","1","0","1","0","Non-New York City"
"Broome","Broome County Sheriff","2013","12","924","49","3","8","8","30","875","182","669","24","Non-New York City"
"Broome","Broome County State Police","2013","12","665","42","0","11","3","28","623","156","448","19","Non-New York City"
"Broome","County Total","2013",,"6,706","512","8","51","153","300","6,194","1,162","4,903","129","Non-New York City"
"Broome","Deposit Vg PD","2013","12","14","0","0","0","0","0","14","6","8","0","Non-New York City"
"Broome","Endicott Vg PD","2013","12","649","46","0","4","13","29","603","137","455","11","Non-New York City"
"Broome","Johnson City Vg PD","2013","12","1,019","69","1","6","20","42","950","111","829","10","Non-New York City"
"Broome","Port Dickinson Vg PD","2013","12","31","0","0","0","0","0","31","0","31","0","Non-New York City"
"Broome","SUNY Police - Binghamton","2013","12","177","4","0","1","2","1","173","6","167","0","Non-New York City"
"Broome","Vestal Town PD","2013","12","588","16","0","2","6","8","572","39","524","9","Non-New York City"
"Cattaraugus","Allegany Vg PD","2013","12","13","3","0","0","0","3","10","0","10","0","Non-New York City"
"Cattaraugus","Cattaraugus County Park PD","2013","12","13","1","0","0","0","1","12","2","10","0","Non-New York City"
"Cattaraugus","Cattaraugus County Sheriff","2013","12","524","37","0","6","0","31","487","132","324","31","Non-New York City"
"Cattaraugus","Cattaraugus County State Police","2013","12","360","15","0","1","3","11","345","58","277","10","Non-New York City"
"Cattaraugus","Cattaraugus Vg PD","2013","12","4","0","0","0","0","0","4","0","4","0","Non-New York City"
"Cattaraugus","County Total","2013",,"1,771","115","0","13","11","91","1,656","309","1,285","62","Non-New York City"
"Cattaraugus","Ellicottville Town PD","2013","12","10","0","0","0","0","0","10","2","8","0","Non-New York City"
"Cattaraugus","Franklinville Vg PD","2013","12","33","1","0","0","1","0","32","0","32","0","Non-New York City"
"Cattaraugus","Olean City PD","2013","12","633","40","0","5","5","30","593","76","508","9","Non-New York City"
"Cattaraugus","Portville Vg PD","2013","12","8","0","0","0","0","0","8","1","7","0","Non-New York City"
"Cattaraugus","Salamanca City PD","2013","12","173","18","0","1","2","15","155","38","105","12","Non-New York City"
"Cayuga","Auburn City PD","2013","12","958","97","1","21","22","53","861","131","723","7","Non-New York City"
"Cayuga","Cayuga County Park PD","2013","12","9","0","0","0","0","0","9","0","9","0","Non-New York City"
"Cayuga","Cayuga County Sheriff","2013","12","262","14","1","1","0","12","248","62","185","1","Non-New York City"
"Cayuga","Cayuga County State Police","2013","12","245","14","0","4","1","9","231","71","157","3","Non-New York City"
"Cayuga","County Total","2013",,"1,517","128","2","26","23","77","1,389","269","1,109","11","Non-New York City"
"Cayuga","Moravia Vg PD","2013","12","18","3","0","0","0","3","15","0","15","0","Non-New York City"
"Cayuga","Weedsport Vg PD","2013","12","25","0","0","0","0","0","25","5","20","0","Non-New York City"
"Chautauqua","Carroll Town PD","2013","12","8","0","0","0","0","0","8","3","5","0","Non-New York City"
"Chautauqua","Chautauqua County Park PD","2013","12","1","0","0","0","0","0","1","1","0","0","Non-New York City"
"Chautauqua","Chautauqua County Sheriff","2013","12","764","24","2","4","6","12","740","241","496","3","Non-New York City"
"Chautauqua","Chautauqua County State Police","2013","12","306","18","0","3","1","14","288","66","211","11","Non-New York City"
"Chautauqua","County Total","2013",,"3,637","274","2","30","65","177","3,363","776","2,540","47","Non-New York City"
"Chautauqua","Dunkirk City PD","2013","12","349","40","0","0","12","28","309","78","230","1","Non-New York City"
"Chautauqua","Ellicott Town PD","2013","12","296","8","0","2","1","5","288","53","235","0","Non-New York City"
"Chautauqua","Fredonia Vg PD","2013","12","218","10","0","2","5","3","208","26","182","0","Non-New York City"
"Chautauqua","Jamestown City PD","2013","12","1,308","168","0","19","39","110","1,140","281","829","30","Non-New York City"
"Chautauqua","Lakewood-Busti PD","2013","12","342","1","0","0","1","0","341","23","316","2","Non-New York City"
"Chautauqua","Silver Creek Vg PD","2013","3","14","3","0","0","0","3","11","0","11","0","Non-New York City"
"Chautauqua","SUNY Police - Fredonia","2013","12","23","1","0","0","0","1","22","3","19","0","Non-New York City"
"Chautauqua","Westfield Vg PD","2013","12","8","1","0","0","0","1","7","1","6","0","Non-New York City"
"Chemung","Chemung County Park PD","2013","12","2","0","0","0","0","0","2","0","2","0","Non-New York City"
"Chemung","Chemung County Sheriff","2013","12","594","29","0","3","5","21","565","58","500","7","Non-New York City"
"Chemung","Chemung County State Police","2013","12","293","37","0","2","2","33","256","40","211","5","Non-New York City"
"Chemung","County Total","2013",,"2,201","151","0","7","37","107","2,050","351","1,672","27","Non-New York City"
"Chemung","Elmira City PD","2013","12","1,108","81","0","2","29","50","1,027","224","790","13","Non-New York City"
"Chemung","Elmira Heights Vg PD","2013","12","91","2","0","0","1","1","89","9","78","2","Non-New York City"
"Chemung","Elmira Town PD","2013","12","1","0","0","0","0","0","1","0","1","0","Non-New York City"
"Chemung","Horseheads Vg PD","2013","12","112","2","0","0","0","2","110","20","90","0","Non-New York City"
"Chenango","Afton Vg PD","2013","12","6","0","0","0","0","0","6","4","2","0","Non-New York City"
"Chenango","Bainbridge Vg PD","2013","12","3","0","0","0","0","0","3","0","3","0","Non-New York City"
"Chenango","Chenango County Sheriff","2013","12","360","16","2","7","1","6","344","68","273","3","Non-New York City"
"Chenango","Chenango County State Police","2013","12","185","14","0","2","2","10","171","58","107","6","Non-New York City"
"Chenango","County Total","2013",,"926","48","2","13","4","29","878","164","702","12","Non-New York City"
"Chenango","Greene Vg PD","2013","12","1","0","0","0","0","0","1","1","0","0","Non-New York City"
"Chenango","Norwich City PD","2013","12","340","15","0","4","0","11","325","25","297","3","Non-New York City"
"Chenango","Oxford Vg PD","2013","12","15","2","0","0","1","1","13","1","12","0","Non-New York City"
"Chenango","Sherburne Vg PD","2013","12","16","1","0","0","0","1","15","7","8","0","Non-New York City"
"Clinton","Clinton County Park PD","2013","12","3","0","0","0","0","0","3","1","2","0","Non-New York City"
"Clinton","Clinton County Sheriff","2013","12","43","12","0","1","0","11","31","0","29","2","Non-New York City"
"Clinton","Clinton County State Police","2013","12","998","58","3","15","5","35","940","169","742","29","Non-New York City"
"Clinton","County Total","2013",,"1,666","111","3","21","9","78","1,555","262","1,254","39","Non-New York City"
"Clinton","Plattsburgh City PD","2013","12","525","41","0","5","4","32","484","80","396","8","Non-New York City"
"Clinton","SUNY Police - Plattsburgh","2013","12","97","0","0","0","0","0","97","12","85","0","Non-New York City"
"Columbia","Chatham Vg PD","2013","12","35","3","0","0","0","3","32","5","27","0","Non-New York City"
"Columbia","Columbia County Park PD","2013","12","5","0","0","0","0","0","5","0","5","0","Non-New York City"
"Columbia","Columbia County Sheriff","2013","12","333","15","0","1","2","12","318","76","236","6","Non-New York City"
"Columbia","Columbia County State Police","2013","12","294","30","0","6","6","18","264","86","173","5","Non-New York City"
"Columbia","County Total","2013",,"1,127","76","0","8","17","51","1,051","207","830","14","Non-New York City"
"Columbia","Germantown Town PD","2013","12","9","0","0","0","0","0","9","2","7","0","Non-New York City"
"Columbia","Greenport Town PD","2013","12","219","2","0","0","1","1","217","10","205","2","Non-New York City"
"Columbia","Hudson City PD","2013","12","224","26","0","1","8","17","198","25","172","1","Non-New York City"
"Columbia","Stockport Town PD","2013","12","8","0","0","0","0","0","8","3","5","0","Non-New York City"
"Cortland","Cortland City PD","2013","12","416","18","0","3","3","12","398","88","306","4","Non-New York City"
"Cortland","Cortland County Sheriff","2013","11","407","25","0","7","2","16","382","74","308","0","Non-New York City"
"Cortland","Cortland County State Police","2013","12","127","4","0","0","2","2","123","28","89","6","Non-New York City"
"Cortland","County Total","2013",,"1,040","50","0","12","8","30","990","207","772","11","Non-New York City"
"Cortland","Homer Vg PD","2013","12","33","0","0","0","0","0","33","3","29","1","Non-New York City"
"Cortland","SUNY Police - Cortland","2013","12","57","3","0","2","1","0","54","14","40","0","Non-New York City"
"Delaware","County Total","2013",,"806","56","2","7","5","42","750","172","561","17","Non-New York City"
"Delaware","Delaware County Sheriff","2013","12","178","17","0","1","1","15","161","47","113","1","Non-New York City"
"Delaware","Delaware County State Police","2013","12","260","22","2","1","3","16","238","80","147","11","Non-New York City"
"Delaware","Delhi Vg PD","2013","12","37","1","0","0","0","1","36","4","30","2","Non-New York City"
"Delaware","Sidney Vg PD","2013","12","195","9","0","4","1","4","186","21","162","3","Non-New York City"
"Delaware","SUNY Police - Delhi","2013","12","63","1","0","0","0","1","62","3","59","0","Non-New York City"
"Delaware","Walton Vg PD","2013","12","73","6","0","1","0","5","67","17","50","0","Non-New York City"
"Dutchess","Beacon City PD","2013","12","320","51","0","0","7","44","269","72","188","9","Non-New York City"
"Dutchess","County Total","2013",,"5,121","584","12","28","150","394","4,537","770","3,629","138","Non-New York City"
"Dutchess","Dutchess County MTA","2013","12","33","1","0","0","1","0","32","0","31","1","Non-New York City"
"Dutchess","Dutchess County Park PD","2013","12","16","0","0","0","0","0","16","2","14","0","Non-New York City"
"Dutchess","Dutchess County Sheriff","2013","12","720","73","0","2","7","64","647","137","484","26","Non-New York City"
"Dutchess","Dutchess County State Police","2013","12","663","85","3","6","10","66","578","131","424","23","Non-New York City"
"Dutchess","East Fishkill Town PD","2013","12","174","9","1","0","1","7","165","18","141","6","Non-New York City"
"Dutchess","Fishkill Town PD","2013","12","279","3","0","0","1","2","276","28","243","5","Non-New York City"
"Dutchess","Fishkill Vg PD","2013","12","27","1","0","0","1","0","26","0","26","0","Non-New York City"
"Dutchess","Hyde Park Town PD","2013","12","198","18","0","3","4","11","180","42","133","5","Non-New York City"
"Dutchess","Millerton Vg PD","2013","12","14","6","0","0","0","6","8","4","4","0","Non-New York City"
"Dutchess","Pine Plains Town PD","2013","12","13","1","0","0","0","1","12","1","9","2","Non-New York City"
"Dutchess","Poughkeepsie City PD","2013","12","1,115","288","7","16","100","165","827","189","590","48","Non-New York City"
"Dutchess","Poughkeepsie Town PD","2013","12","1,379","39","1","1","12","25","1,340","125","1,204","11","Non-New York City"
"Dutchess","Red Hook Vg PD","2013","12","31","1","0","0","0","1","30","6","24","0","Non-New York City"
"Dutchess","Rhinebeck Vg PD","2013","12","44","2","0","0","0","2","42","0","41","1","Non-New York City"
"Dutchess","Wappingers Falls Vg PD","2013","12","95","6","0","0","6","0","89","15","73","1","Non-New York City"
"Erie","Akron Vg PD","2013","12","19","3","0","0","0","3","16","1","15","0","Non-New York City"
"Erie","Amherst Town PD","2013","12","2,225","107","1","7","31","68","2,118","204","1,882","32","Non-New York City"
"Erie","Brant Town PD","2013","12","35","4","0","0","1","3","31","9","20","2","Non-New York City"
"Erie","Buffalo City PD","2013","12","15,731","3,251","47","150","1,320","1,734","12,480","3,458","8,066","956","Non-New York City"
"Erie","Cheektowaga Town PD","2013","12","2,847","158","0","11","48","99","2,689","345","2,271","73","Non-New York City"
"Erie","County Total","2013",,"29,295","4,089","55","209","1,501","2,324","25,206","5,222","18,729","1,255","Non-New York City"
"Erie","Depew Vg PD","2013","12","327","17","0","3","2","12","310","54","251","5","Non-New York City"
"Erie","East Aurora-Town Of Aurora PD","2013","12","136","5","0","0","2","3","131","24","105","2","Non-New York City"
"Erie","Eden Town PD","2013","12","32","1","0","0","0","1","31","7","24","0","Non-New York City"
"Erie","Erie County Park PD","2013","12","6","0","0","0","0","0","6","3","2","1","Non-New York City"
"Erie","Erie County Sheriff","2013","12","1,002","104","2","1","8","93","898","180","695","23","Non-New York City"
"Erie","Erie County State Police","2013","12","375","24","0","6","2","16","351","46","287","18","Non-New York City"
"Erie","Evans Town PD","2013","12","330","17","0","1","1","15","313","49","258","6","Non-New York City"
"Erie","Gowanda Vg PD","2013","12","34","5","0","0","0","5","29","11","16","2","Non-New York City"
"Erie","Hamburg Town PD","2013","12","1,205","38","1","1","12","24","1,167","134","1,012","21","Non-New York City"
"Erie","Hamburg Vg PD","2013","12","169","8","0","2","0","6","161","40","121","0","Non-New York City"
"Erie","Kenmore Vg PD","2013","12","246","26","1","2","10","13","220","34","181","5","Non-New York City"
"Erie","Lackawanna City PD","2013","12","622","89","1","13","11","64","533","100","398","35","Non-New York City"
"Erie","Lancaster Town PD","2013","12","562","15","0","1","4","10","547","44","494","9","Non-New York City"
"Erie","Orchard Park Town PD","2013","12","362","16","0","2","4","10","346","37","297","12","Non-New York City"
"Erie","SUNY Police - Buffalo","2013","12","381","11","0","1","5","5","370","47","319","4","Non-New York City"
"Erie","SUNY Police - Buffalo State College","2013","12","153","4","0","2","2","0","149","15","134","0","Non-New York City"
"Erie","Tonawanda City PD","2013","12","349","34","0","0","4","30","315","24","289","2","Non-New York City"
"Erie","Tonawanda Town PD","2013","12","1,216","117","1","5","25","86","1,099","190","882","27","Non-New York City"
"Erie","West Seneca Town PD","2013","12","931","35","1","1","9","24","896","166","710","20","Non-New York City"
"Essex","County Total","2013",,"449","43","0","8","2","33","406","121","266","19","Non-New York City"
"Essex","Essex County Sheriff","2013","12","12","5","0","0","0","5","7","2","5","0","Non-New York City"
"Essex","Essex County State Police","2013","12","264","18","0","4","2","12","246","82","148","16","Non-New York City"
"Essex","Lake Placid Vg PD","2013","12","53","2","0","0","0","2","51","11","38","2","Non-New York City"
"Essex","Moriah Town PD","2013","12","16","7","0","0","0","7","9","3","5","1","Non-New York City"
"Essex","Ticonderoga Town PD","2013","12","104","11","0","4","0","7","93","23","70","0","Non-New York City"
"Franklin","County Total","2013",,"876","61","1","10","3","47","815","179","608","28","Non-New York City"
"Franklin","Franklin County Park PD","2013","12","1","0","0","0","0","0","1","0","1","0","Non-New York City"
"Franklin","Franklin County Sheriff","2013","12","1","0","0","0","0","0","1","0","1","0","Non-New York City"
"Franklin","Franklin County State Police","2013","12","413","28","0","9","0","19","385","99","269","17","Non-New York City"
"Franklin","Malone Vg PD","2013","12","196","4","0","0","2","2","192","28","161","3","Non-New York City"
"Franklin","Saranac Lake Vg PD","2013","12","179","26","1","1","1","23","153","30","117","6","Non-New York City"
"Franklin","Tupper Lake Vg PD","2013","12","86","3","0","0","0","3","83","22","59","2","Non-New York City"
"Fulton","County Total","2013",,"1,527","62","1","13","11","37","1,465","262","1,164","39","Non-New York City"
"Fulton","Fulton County Sheriff","2013","12","352","11","1","2","0","8","341","90","245","6","Non-New York City"
"Fulton","Fulton County State Police","2013","12","125","4","0","1","1","2","121","32","85","4","Non-New York City"
"Fulton","Gloversville City PD","2013","12","719","33","0","9","6","18","686","111","560","15","Non-New York City"
"Fulton","Johnstown City PD","2013","12","330","14","0","1","4","9","316","29","273","14","Non-New York City"
"Fulton","Northville Vg PD","2013","12","1","0","0","0","0","0","1","0","1","0","Non-New York City"
"Genesee","Batavia City PD","2013","12","618","57","0","7","13","37","561","104","454","3","Non-New York City"
"Genesee","County Total","2013",,"1,467","109","0","22","22","65","1,358","294","1,044","20","Non-New York City"
"Genesee","Genesee County Park PD","2013","12","1","0","0","0","0","0","1","0","1","0","Non-New York City"
"Genesee","Genesee County Sheriff","2013","12","631","33","0","9","8","16","598","155","427","16","Non-New York City"
"Genesee","Genesee County State Police","2013","12","119","6","0","3","0","3","113","17","95","1","Non-New York City"
"Genesee","LeRoy Vg PD","2013","12","98","13","0","3","1","9","85","18","67","0","Non-New York City"
"Greene","Cairo Town PD","2013","12","16","0","0","0","0","0","16","1","15","0","Non-New York City"
"Greene","Catskill Vg PD","2013","12","133","14","0","1","3","10","119","16","101","2","Non-New York City"
"Greene","County Total","2013",,"718","58","1","8","6","43","660","213","421","26","Non-New York City"
"Greene","Coxsackie Vg PD","2013","12","12","0","0","0","0","0","12","2","10","0","Non-New York City"
"Greene","Durham Town PD","2013","12","6","0","0","0","0","0","6","3","3","0","Non-New York City"
"Greene","Greene County Sheriff","2013","9","96","8","0","0","1","7","88","43","44","1","Non-New York City"
"Greene","Greene County State Police","2013","12","444","36","1","7","2","26","408","146","239","23","Non-New York City"
"Greene","Windham Town PD","2013","12","11","0","0","0","0","0","11","2","9","0","Non-New York City"
"Hamilton","County Total","2013",,"62","4","0","0","0","4","58","21","37","0","Non-New York City"
"Hamilton","Hamilton County Sheriff","2013","12","6","0","0","0","0","0","6","4","2","0","Non-New York City"
"Hamilton","Hamilton County State Police","2013","12","38","1","0","0","0","1","37","11","26","0","Non-New York City"
"Hamilton","Inlet Town PD","2013","12","18","3","0","0","0","3","15","6","9","0","Non-New York City"
"Herkimer","County Total","2013",,"1,190","126","4","15","7","100","1,064","245","803","16","Non-New York City"
"Herkimer","Dolgeville Vg PD","2013","12","46","7","0","0","0","7","39","5","33","1","Non-New York City"
"Herkimer","Frankfort Town PD","2013","12","50","0","0","0","0","0","50","22","27","1","Non-New York City"
"Herkimer","Frankfort Vg PD","2013","12","38","5","0","0","0","5","33","4","28","1","Non-New York City"
"Herkimer","Herkimer County Sheriff","2013","12","6","2","0","0","0","2","4","0","4","0","Non-New York City"
"Herkimer","Herkimer County State Police","2013","12","329","28","4","2","1","21","301","126","164","11","Non-New York City"
"Herkimer","Herkimer Vg PD","2013","12","432","53","0","9","3","41","379","49","330","0","Non-New York City"
"Herkimer","Ilion Vg PD","2013","12","143","15","0","1","2","12","128","21","106","1","Non-New York City"
"Herkimer","Little Falls City PD","2013","12","146","16","0","3","1","12","130","18","111","1","Non-New York City"
"Jefferson","Adams Vg PD","2013","12","12","0","0","0","0","0","12","2","10","0","Non-New York City"
"Jefferson","Alexandria Bay Vg PD","2013","12","15","0","0","0","0","0","15","4","10","1","Non-New York City"
"Jefferson","Black River Vg PD","2013","12","14","0","0","0","0","0","14","2","12","0","Non-New York City"
"Jefferson","Brownville Vg PD","2013","12","10","0","0","0","0","0","10","0","10","0","Non-New York City"
"Jefferson","Cape Vincent Vg PD","2013","12","2","0","0","0","0","0","2","0","2","0","Non-New York City"
"Jefferson","Carthage Vg PD","2013","12","61","1","0","1","0","0","60","12","47","1","Non-New York City"
"Jefferson","Clayton Vg PD","2013","12","19","0","0","0","0","0","19","3","16","0","Non-New York City"
"Jefferson","County Total","2013",,"2,402","140","1","16","16","107","2,262","339","1,843","80","Non-New York City"
"Jefferson","Dexter Vg PD","2013","12","8","0","0","0","0","0","8","2","6","0","Non-New York City"
"Jefferson","Glen Park Vg PD","2013","12","5","0","0","0","0","0","5","0","5","0","Non-New York City"
"Jefferson","Jefferson County Park PD","2013","12","16","0","0","0","0","0","16","1","15","0","Non-New York City"
"Jefferson","Jefferson County Sheriff","2013","12","226","11","0","1","0","10","215","21","191","3","Non-New York City"
"Jefferson","Jefferson County State Police","2013","12","733","17","0","1","0","16","716","122","562","32","Non-New York City"
"Jefferson","Watertown City PD","2013","12","1,281","111","1","13","16","81","1,170","170","957","43","Non-New York City"
"Kings","County Total","2013",,"59,056","18,258","147","401","6,854","10,856","40,798","5,635","32,557","2,606","New York City"
"Lewis","County Total","2013",,"332","24","1","1","0","22","308","95","199","14","Non-New York City"
"Lewis","Lewis County Park PD","2013","12","1","0","0","0","0","0","1","0","1","0","Non-New York City"
"Lewis","Lewis County Sheriff","2013","12","154","15","1","0","0","14","139","50","85","4","Non-New York City"
"Lewis","Lewis County State Police","2013","12","117","7","0","1","0","6","110","38","66","6","Non-New York City"
"Lewis","Lowville Vg PD","2013","12","60","2","0","0","0","2","58","7","47","4","Non-New York City"
"Livingston","Avon Vg PD","2013","12","26","1","0","0","1","0","25","3","20","2","Non-New York City"
"Livingston","Caledonia Vg PD","2013","12","5","0","0","0","0","0","5","0","5","0","Non-New York City"
"Livingston","County Total","2013",,"1,088","56","0","16","9","31","1,032","185","814","33","Non-New York City"
"Livingston","Dansville Vg PD","2013","12","154","2","0","0","1","1","152","24","120","8","Non-New York City"
"Livingston","Geneseo Vg PD","2013","12","168","6","0","3","3","0","162","7","155","0","Non-New York City"
"Livingston","Livingston County Park PD","2013","12","13","1","0","0","0","1","12","0","12","0","Non-New York City"
"Livingston","Livingston County Sheriff","2013","12","469","25","0","5","2","18","444","116","310","18","Non-New York City"
"Livingston","Livingston County State Police","2013","12","65","13","0","3","1","9","52","12","36","4","Non-New York City"
"Livingston","Mount Morris Vg PD","2013","12","76","2","0","0","1","1","74","10","63","1","Non-New York City"
"Livingston","Nunda Town and Vg PD","2013","12","17","0","0","0","0","0","17","4","13","0","Non-New York City"
"Livingston","SUNY Police - Geneseo","2013","12","95","6","0","5","0","1","89","9","80","0","Non-New York City"
"Madison","Canastota Vg PD","2013","12","64","4","0","0","0","4","60","8","51","1","Non-New York City"
"Madison","Cazenovia Vg PD","2013","12","58","0","0","0","0","0","58","5","52","1","Non-New York City"
"Madison","Chittenango Vg PD","2013","12","66","1","0","0","0","1","65","11","53","1","Non-New York City"
"Madison","County Total","2013",,"1,156","55","1","9","7","38","1,101","210","868","23","Non-New York City"
"Madison","Hamilton Vg PD","2013","12","34","4","0","0","1","3","30","2","28","0","Non-New York City"
"Madison","Madison County Park PD","2013","12","4","0","0","0","0","0","4","0","4","0","Non-New York City"
"Madison","Madison County Sheriff","2013","12","217","10","0","1","0","9","207","58","145","4","Non-New York City"
"Madison","Madison County State Police","2013","12","192","14","1","5","0","8","178","48","123","7","Non-New York City"
"Madison","Oneida City PD","2013","12","452","18","0","2","4","12","434","68","357","9","Non-New York City"
"Madison","SUNY Police - Morrisville","2013","12","69","4","0","1","2","1","65","10","55","0","Non-New York City"
"Monroe","Brighton Town PD","2013","12","822","27","1","2","10","14","795","143","624","28","Non-New York City"
"Monroe","Brockport Vg PD","2013","12","190","23","1","1","5","16","167","29","134","4","Non-New York City"
"Monroe","County Total","2013",,"23,076","2,686","48","144","1,133","1,361","20,390","4,267","15,236","887","Non-New York City"
"Monroe","East Rochester Vg PD","2013","12","133","8","1","0","3","4","125","25","97","3","Non-New York City"
"Monroe","Fairport Vg PD","2013","12","58","5","0","1","0","4","53","13","37","3","Non-New York City"
"Monroe","Gates Town PD","2013","12","1,108","57","0","4","19","34","1,051","95","922","34","Non-New York City"
"Monroe","Greece Town PD","2013","12","2,457","151","0","9","60","82","2,306","332","1,928","46","Non-New York City"
"Monroe","Irondequoit Town PD","2013","12","1,447","93","1","6","51","35","1,354","271","1,049","34","Non-New York City"
